file,outcome,sensor,model,f1_score_constant,f1_score_decline,f1_score_improvement,f1_score_weighted,f1_score_unweighted,time_series_length (days),count_constant,count_decline,count_improvement,oversampled,AUC_score,variable,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.901960784,0,0,0.805322129,0.300653595,6,100,4,8,0,0.48,fm_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,indvBOSS,0.901960784,0,0,0.805322129,0.300653595,6,100,4,8,0,0.47,hrv_score,,,,,,,,,
sleep_ts_feel,feel,sleep,TSF,0.901960784,0,0,0.805322129,0.300653595,6,100,4,8,0,0.468333333,hrv_hf,,,,,,,,,
sleep_ts_feel,feel,sleep,TSF,0.901960784,0,0,0.805322129,0.300653595,6,100,4,8,0,0.458333333,min_hr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.901960784,0,0,0.805322129,0.300653595,6,100,4,8,1,0.716666667,avg_hr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.901960784,0,0,0.805322129,0.300653595,6,100,4,8,0,0.683333333,min_hr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.901960784,0,0,0.805322129,0.300653595,6,100,4,8,0,0.666666667,min_rr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.901960784,0,0,0.805322129,0.300653595,6,100,4,8,1,0.656666667,hrv_lf,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.901960784,0,0,0.805322129,0.300653595,6,100,4,8,1,0.605,min_hr,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.901960784,0,0,0.805322129,0.300653595,6,100,4,8,1,0.586666667,hrv_lf,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.901960784,0,0,0.805322129,0.300653595,6,100,4,8,0,0.503333333,bedexit_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.901960784,0,0,0.805322129,0.300653595,6,100,4,8,1,0.48,duration_awake,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.901960784,0,0,0.805322129,0.300653595,6,100,4,8,1,0.48,hrv_score,,,,,,,,,
sleep_ts_feel,feel,sleep,iTDE,0.901960784,0,0,0.805322129,0.300653595,6,100,4,8,0,0.48,avg_hr,,,,,,,,,
sleep_ts_feel,feel,sleep,iTDE,0.901960784,0,0,0.805322129,0.300653595,6,100,4,8,0,0.48,bedexit_count,,,,,,,,,
sleep_ts_feel,feel,sleep,iTDE,0.901960784,0,0,0.805322129,0.300653595,6,100,4,8,0,0.48,awakenings,,,,,,,,,
electricity_living_ts_feel,feel,electricity,KNN,0.901408451,0,0,0.811267606,0.300469484,2,136,9,15,0,0.472222222,e_consumption,,,,,,,,,
electricity_living_ts_resp,resp,electricity,iTDE,0.222222222,0,0.677966102,0.548621811,0.300062775,1,48,5,120,0,0.497159091,e_consumption,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.588888889,hrv_score,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.580555556,duration_in_bed,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.527777778,avg_rr,,,,,,,,,
electricity_total_ts_feel_norm,feel,electricity,MUSE,0.9,0,0,0.777272727,0.3,1,146,9,19,1,0.518640351,e_consumption,,,,,,,,,
sleep_ts_feel,feel,sleep,MrSEQL,0.7,0,0.2,0.639285714,0.3,6,100,4,8,1,0.513333333,hrv_rmssd_evening,,,,,,,,,
electricity_total_ts_feel,feel,electricity,ROCKET,0.9,0,0,0.714705882,0.3,4,116,9,11,1,0.5,e_consumption,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.5,min_rr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,indvBOSS,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.491666667,avg_act,,,,,,,,,
sleep_ts_feel,feel,sleep,iTDE,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.491666667,min_rr,,,,,,,,,
electricity_living_ts_feel_norm,feel,electricity,ROCKET,0.9,0,0,0.777272727,0.3,1,146,9,19,1,0.486842105,e_consumption,,,,,,,,,
sleep_ts_feel,feel,sleep,iTDE,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.483333333,duration_in_bed,,,,,,,,,
sleep_ts_feel,feel,sleep,iTDE,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.483333333,tossnturn_count,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.483333333,tossnturn_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.475,duration_in_deep,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.475,max_hr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.475,hrv_score,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.475,duration_in_bed,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.475,duration_in_sleep,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.475,duration_in_light,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.475,duration_sleep_onset,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.475,min_rr,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.475,avg_act,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.92,0,0,0.817777778,0.306666667,7,95,3,8,1,0.472222222,tossnturn_count,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.475,duration_in_bed,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.475,duration_in_rem,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.475,duration_in_light,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.475,min_rr,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.475,duration_in_bed,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.475,duration_in_deep,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.475,duration_sleep_onset,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.475,tossnturn_count,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.475,hrv_rmssd_morning,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,indvBOSS,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.475,avg_rr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,indvBOSS,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.475,duration,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,indvBOSS,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.475,duration_sleep_onset,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.475,hrv_score,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.475,hrv_hf,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.475,avg_hr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.475,avg_act,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.475,tossnturn_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.475,max_hr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.475,min_rr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.475,hrv_hf,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.475,avg_rr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.475,duration_awake,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.475,min_rr,,,,,,,,,
sleep_ts_feel,feel,sleep,iTDE,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.475,duration_in_light,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.475,min_rr,,,,,,,,,
electricity_total_ts_feel,feel,electricity,MUSE,0.9,0,0,0.736363636,0.3,1,146,9,19,0,0.47345679,e_consumption,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,indvBOSS,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.466666667,max_hr,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.466666667,avg_hr,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.466666667,bedexit_count,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.466666667,max_rr,,,,,,,,,
sleep_ts_feel,feel,sleep,iTDE,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.466666667,hrv_score,,,,,,,,,
sleep_ts_feel,feel,sleep,iTDE,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.466666667,min_rr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.9,0,0,0.822857143,0.3,1,125,4,8,0,0.4609375,max_rr,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.458333333,hrv_hf,,,,,,,,,
electricity_total_ts_feel,feel,electricity,MUSE,0.9,0,0,0.794117647,0.3,4,116,9,11,1,0.431481481,e_consumption,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.391666667,bedexit_duration,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.352777778,hrv_lf,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.333333333,hrv_hf,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.9,0,0,0.818181818,0.3,2,120,4,8,0,0.286111111,bedexit_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.9,0,0,0.818181818,0.3,2,120,4,8,1,0.265277778,bedexit_count,,,,,,,,,
electricity_living_ts_feel,feel,electricity,iTDE,0.9,0,0,0.820588235,0.3,4,116,9,11,0,0,e_consumption,,,,,,,,,
electricity_living_ts_resp,resp,electricity,MUSE,0.19047619,0,0.707692308,0.522710623,0.299389499,1,48,5,120,0,0.481874447,e_consumption,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.897959184,0,0,0.801749271,0.299319728,6,100,4,8,1,0.47,min_hr,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.897959184,0,0,0.801749271,0.299319728,6,100,4,8,1,0.47,hrv_rmssd_evening,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.897959184,0,0,0.801749271,0.299319728,6,100,4,8,0,0.47,hrv_hf,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.897959184,0,0,0.801749271,0.299319728,6,100,4,8,1,0.47,min_rr,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.897959184,0,0,0.801749271,0.299319728,6,100,4,8,1,0.47,hrv_score,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.897959184,0,0,0.801749271,0.299319728,6,100,4,8,0,0.47,duration_awake,,,,,,,,,
electricity_nutrition_ts_feel,feel,electricity,TSF,0.897959184,0,0,0.731670446,0.299319728,4,87,7,11,0,0.21780303,e_consumption,,,,,,,,,
electricity_living_ts_feel_norm,feel,electricity,iTDE,0.897959184,0,0,0.864701436,0.299319728,7,91,6,10,1,0,e_consumption,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.897959184,0,0,0.801749271,0.299319728,6,100,4,8,0,0.54,hrv_lf,,,,,,,,,
sleep_ts_feel,feel,sleep,iTDE,0.897959184,0,0,0.801749271,0.299319728,6,100,4,8,0,0.48,hrv_hf,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.897959184,0,0,0.801749271,0.299319728,6,100,4,8,1,0.47,avg_act,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.897959184,0,0,0.801749271,0.299319728,6,100,4,8,0,0.47,avg_act,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.897959184,0,0,0.801749271,0.299319728,6,100,4,8,0,0.47,duration,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MrSEQL,0.697674419,0,0.2,0.64124031,0.299224806,5,105,4,8,1,0.410493827,avg_rr,,,,,,,,,
electricity_nutrition_ts_feel,feel,electricity,MUSE,0.896551724,0,0,0.728448276,0.298850575,1,102,7,18,1,0.772792023,e_consumption,,,,,,,,,
electricity_living_ts_feel_norm,feel,electricity,TSF,0.896551724,0,0,0.728448276,0.298850575,5,107,8,11,0,0.712339744,e_consumption,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,indvBOSS,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.599137931,tossnturn_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,indvBOSS,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.599137931,hrv_lf,,,,,,,,,
electricity_living_ts_feel_norm,feel,electricity,ROCKET,0.896551724,0,0,0.728448276,0.298850575,5,107,8,11,0,0.5,e_consumption,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,indvBOSS,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.482758621,max_hr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,indvBOSS,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,0,0.482758621,avg_hr,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,0,0.482758621,awakenings,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.474137931,sleep_score,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.474137931,duration,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.474137931,duration_in_sleep,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.474137931,sleep_score,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.875,0,0,0.777777778,0.291666667,7,95,3,8,1,0.46875,awakenings,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.893617021,0,0,0.794326241,0.29787234,7,95,3,8,0,0.46875,duration_in_sleep,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.474137931,duration,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.875,0,0,0.777777778,0.291666667,7,95,3,8,0,0.46875,duration_in_rem,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.875,0,0,0.777777778,0.291666667,7,95,3,8,0,0.46875,duration_in_light,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.474137931,duration_in_bed,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.875,0,0,0.777777778,0.291666667,7,95,3,8,1,0.46875,duration_in_bed,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.474137931,duration_in_light,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.474137931,bedexit_count,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,0,0.474137931,duration_in_light,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,0,0.474137931,hrv_score,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.875,0,0,0.777777778,0.291666667,7,95,3,8,1,0.46875,max_rr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,indvBOSS,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.474137931,avg_hr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,indvBOSS,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.474137931,duration_in_bed,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.875,0,0,0.777777778,0.291666667,7,95,3,8,0,0.46875,avg_rr,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.875,0,0,0.777777778,0.291666667,7,95,3,8,0,0.46875,bedexit_duration,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.893617021,0,0,0.794326241,0.29787234,7,95,3,8,0,0.46875,hrv_hf,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.875,0,0,0.777777778,0.291666667,7,95,3,8,0,0.46875,hrv_rmssd_evening,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,indvBOSS,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,0,0.474137931,duration,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,indvBOSS,0.897959184,0,0,0.798185941,0.299319728,7,95,3,8,1,0.46875,hrv_score,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.474137931,avg_hr,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.474137931,bedexit_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,indvBOSS,0.875,0,0,0.777777778,0.291666667,7,95,3,8,0,0.46875,bedexit_count,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,0,0.474137931,avg_rr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,ROCKET,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.474137931,avg_act,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,indvBOSS,0.875,0,0,0.777777778,0.291666667,7,95,3,8,0,0.46875,min_rr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,ROCKET,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.474137931,bedexit_count,,,,,,,,,
electricity_living_ts_feel,feel,electricity,KNN,0.896551724,0,0,0.840517241,0.298850575,5,107,8,11,1,0.466666667,e_consumption,,,,,,,,,
electricity_total_ts_feel_norm,feel,electricity,indvBOSS,0.896551724,0,0,0.791075051,0.298850575,4,116,9,11,1,0.466666667,e_consumption,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.896551724,0,0,0.815047022,0.298850575,2,120,4,8,1,0.466666667,hrv_hf,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.913043478,0,0.333333333,0.836285561,0.415458937,7,95,3,8,1,0.46875,hrv_lf,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.896551724,0,0,0.815047022,0.298850575,2,120,4,8,0,0.466666667,avg_rr,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.893617021,0,0,0.794326241,0.29787234,7,95,3,8,0,0.46875,min_hr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,indvBOSS,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,0,0.465517241,avg_rr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MrSEQL,0.540540541,0,0,0.48048048,0.18018018,7,95,3,8,1,0.46875,sleep_score,,,,,,,,,
electricity_nutrition_ts_feel,feel,electricity,MUSE,0.896551724,0,0,0.728448276,0.298850575,1,102,7,18,0,0.421794872,e_consumption,,,,,,,,,
electricity_total_ts_feel,feel,electricity,indvBOSS,0.896551724,0,0,0.868534483,0.298850575,5,107,8,11,1,0,e_consumption,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.505747126,duration_in_bed,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,0,0.482758621,avg_rr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.875,0,0,0.777777778,0.291666667,7,95,3,8,1,0.46875,sleep_score,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.896551724,0,0,0.815047022,0.298850575,2,120,4,8,1,0.475,bedexit_duration,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.474137931,duration_in_deep,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.893617021,0,0,0.794326241,0.29787234,7,95,3,8,1,0.46875,tossnturn_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,0,0.474137931,duration,,,,,,,,,
sleep_ts_feel,feel,sleep,iTDE,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.474137931,duration_in_bed,,,,,,,,,
sleep_ts_feel,feel,sleep,iTDE,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.474137931,max_rr,,,,,,,,,
sleep_ts_feel,feel,sleep,iTDE,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.474137931,hrv_hf,,,,,,,,,
sleep_ts_feel,feel,sleep,iTDE,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,0,0.474137931,bedexit_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.896551724,0,0,0.8125,0.298850575,3,115,4,8,1,0.465517241,avg_act,,,,,,,,,
sleep_ts_feel,feel,sleep,iTDE,0.875,0,0,0.777777778,0.291666667,7,95,3,8,1,0.46875,bedexit_duration,,,,,,,,,
sleep_ts_feel,feel,sleep,iTDE,0.875,0,0,0.777777778,0.291666667,7,95,3,8,1,0.46875,bedexit_count,,,,,,,,,
electricity_total_ts_feel_norm,feel,electricity,ROCKET,0.895522388,0,0,0.726099234,0.298507463,3,126,9,13,1,0.5,e_consumption,,,,,,,,,
sleep_ts_feel,feel,sleep,iTDE,0.875,0,0,0.777777778,0.291666667,7,95,3,8,1,0.46875,min_rr,,,,,,,,,
electricity_living_ts_feel,feel,electricity,ROCKET,0.895522388,0,0,0.726099234,0.298507463,3,126,9,13,0,0.5,e_consumption,,,,,,,,,
sleep_ts_feel,feel,sleep,iTDE,0.875,0,0,0.777777778,0.291666667,7,95,3,8,0,0.46875,avg_act,,,,,,,,,
sleep_ts_feel,feel,sleep,iTDE,0.916666667,0,0,0.814814815,0.305555556,7,95,3,8,0,0.46875,bedexit_duration,,,,,,,,,
electricity_living_ts_feel,feel,electricity,iTDE,0.895522388,0,0,0.798709157,0.298507463,3,126,9,13,1,0.484848485,e_consumption,,,,,,,,,
sleep_ts_feel,feel,sleep,iTDE,0.875,0,0,0.777777778,0.291666667,7,95,3,8,0,0.46875,tossnturn_count,,,,,,,,,
electricity_living_ts_feel,feel,electricity,ROCKET,0.895522388,0,0,0.774505849,0.298507463,3,126,9,13,1,0.484375,e_consumption,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.897959184,0,0,0.798185941,0.299319728,7,95,3,8,0,0.46875,hrv_score,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.893617021,0,0,0.794326241,0.29787234,7,95,3,8,1,0.46875,avg_act,,,,,,,,,
electricity_living_ts_feel,feel,electricity,TSF,0.895522388,0,0,0.726099234,0.298507463,3,126,9,13,0,0.460648148,e_consumption,,,,,,,,,
electricity_nutrition_ts_feel,feel,electricity,MUSE,0.894736842,0,0,0.732057416,0.298245614,7,71,5,10,0,0.589506173,e_consumption,,,,,,,,,
electricity_nutrition_ts_feel_norm,feel,electricity,MrSEQL,0.894736842,0,0,0.661327231,0.298245614,6,75,6,11,1,0.5,e_consumption,,,,,,,,,
electricity_nutrition_ts_feel_norm,feel,electricity,KNN,0.894736842,0,0,0.772727273,0.298245614,7,71,5,10,0,0.473684211,e_consumption,,,,,,,,,
electricity_nutrition_ts_feel,feel,electricity,KNN,0.894736842,0,0,0.778032037,0.298245614,6,75,6,11,0,0.4625,e_consumption,,,,,,,,,
electricity_living_ts_feel,feel,electricity,MUSE,0.893617021,0,0,0.794326241,0.29787234,7,91,6,10,0,0.736111111,e_consumption,,,,,,,,,
electricity_total_ts_feel_norm,feel,electricity,MUSE,0.893617021,0,0,0.761229314,0.29787234,7,91,6,10,1,0.519323671,e_consumption,,,,,,,,,
electricity_living_ts_feel,feel,electricity,indvBOSS,0.893617021,0,0,0.728132388,0.29787234,7,91,6,10,1,0.488636364,e_consumption,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.892857143,0,0,0.806451613,0.297619048,4,110,4,8,0,0.589285714,hrv_hf,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,indvBOSS,0.892857143,0,0,0.806451613,0.297619048,4,110,4,8,1,0.482142857,duration_in_bed,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.892857143,0,0,0.806451613,0.297619048,4,110,4,8,1,0.482142857,hrv_hf,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.892857143,0,0,0.806451613,0.297619048,4,110,4,8,1,0.473214286,duration_in_rem,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.892857143,0,0,0.806451613,0.297619048,4,110,4,8,1,0.473214286,hrv_lf,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.892857143,0,0,0.806451613,0.297619048,4,110,4,8,1,0.473214286,hrv_rmssd_evening,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.892857143,0,0,0.806451613,0.297619048,4,110,4,8,1,0.473214286,hrv_rmssd_morning,,,,,,,,,
