,file,outcome,sensor,model,f1_score_constant,f1_score_decline,f1_score_improvement,f1_score_weighted,f1_score_unweighted,time_series_length (days),count_constant,count_decline,count_improvement,oversampled,AUC_score,variable
60,electricity_living_ts_feel,feel,electricity,iTDE,0.923076923076923,0.0,0.4,0.8225641025641026,0.441025641025641,6.0,98.0,8.0,11.0,1.0,0.5525,e_consumption
61,electricity_living_ts_feel,feel,electricity,iTDE,0.8636363636363636,0.0,0.0,0.7356902356902357,0.2878787878787879,7.0,91.0,6.0,10.0,1.0,0.4673913043478261,e_consumption
62,electricity_living_ts_feel,feel,electricity,iTDE,0.8493150684931507,0.0,0.0,0.6562889165628892,0.28310502283105027,1.0,146.0,9.0,19.0,0.0,0.47058823529411775,e_consumption
63,electricity_living_ts_feel,feel,electricity,iTDE,0.9411764705882353,0.0,0.5714285714285715,0.8571428571428571,0.5042016806722689,2.0,136.0,9.0,15.0,0.0,0.6102941176470589,e_consumption
64,electricity_living_ts_feel,feel,electricity,iTDE,0.84375,0.0,0.0,0.7069256756756757,0.28125,3.0,126.0,9.0,13.0,0.0,0.45967741935483875,e_consumption
65,electricity_living_ts_feel,feel,electricity,iTDE,0.9,0.0,0.0,0.8205882352941177,0.3,4.0,116.0,9.0,11.0,0.0,0.0,e_consumption
66,electricity_living_ts_feel,feel,electricity,iTDE,0.8771929824561403,0.0,0.0,0.7949561403508771,0.29239766081871343,5.0,107.0,8.0,11.0,0.0,0.0,e_consumption
67,electricity_living_ts_feel,feel,electricity,iTDE,0.7272727272727273,0.0,0.18181818181818182,0.5575757575757575,0.30303030303030304,6.0,98.0,8.0,11.0,0.0,0.5568181818181818,e_consumption
68,electricity_living_ts_feel,feel,electricity,iTDE,0.8205128205128205,0.0,0.0,0.6381766381766382,0.2735042735042735,7.0,91.0,6.0,10.0,0.0,0.4523809523809525,e_consumption
69,electricity_nutrition_ts_feel_norm,feel,electricity,iTDE,0.84,0.3333333333333333,0.5,0.7764583333333334,0.5577777777777778,1.0,102.0,7.0,18.0,1.0,0.5277777777777778,e_consumption
70,electricity_nutrition_ts_feel_norm,feel,electricity,iTDE,0.782608695652174,0.0,0.18181818181818182,0.6703557312252965,0.3214756258234519,2.0,97.0,7.0,15.0,1.0,0.49333333333333335,e_consumption
71,electricity_nutrition_ts_feel_norm,feel,electricity,iTDE,0.7906976744186046,0.0,0.0,0.6212624584717608,0.2635658914728682,3.0,92.0,7.0,13.0,1.0,0.4431818181818182,e_consumption
72,electricity_nutrition_ts_feel_norm,feel,electricity,iTDE,0.8444444444444444,0.0,0.0,0.6880658436213992,0.2814814814814815,4.0,87.0,7.0,11.0,1.0,0.4545454545454546,e_consumption
73,electricity_nutrition_ts_feel_norm,feel,electricity,iTDE,0.8500000000000001,0.0,0.0,0.7140000000000001,0.2833333333333334,5.0,81.0,6.0,11.0,1.0,0.46428571428571425,e_consumption
74,electricity_nutrition_ts_feel_norm,feel,electricity,iTDE,0.8648648648648649,0.0,0.3333333333333333,0.7434390912651784,0.3993993993993994,6.0,75.0,6.0,11.0,1.0,0.5855263157894737,e_consumption
75,electricity_nutrition_ts_feel_norm,feel,electricity,iTDE,0.9444444444444444,0.0,0.0,0.7727272727272727,0.3148148148148148,7.0,71.0,5.0,10.0,1.0,0.0,e_consumption
76,electricity_nutrition_ts_feel_norm,feel,electricity,iTDE,0.8627450980392156,0.4,0.25,0.7380821078431372,0.5042483660130719,1.0,102.0,7.0,18.0,0.0,0.5500000000000002,e_consumption
77,electricity_nutrition_ts_feel_norm,feel,electricity,iTDE,0.9019607843137256,0.0,0.5714285714285715,0.8278244631185808,0.49112978524743234,2.0,97.0,7.0,15.0,0.0,0.605,e_consumption
78,electricity_nutrition_ts_feel_norm,feel,electricity,iTDE,0.8695652173913043,0.0,0.0,0.7142857142857143,0.2898550724637681,3.0,92.0,7.0,13.0,0.0,0.5,e_consumption
79,electricity_nutrition_ts_feel_norm,feel,electricity,iTDE,0.7804878048780487,0.0,0.0,0.6937669376693767,0.26016260162601623,4.0,87.0,7.0,11.0,0.0,0.4166666666666667,e_consumption
80,electricity_nutrition_ts_feel_norm,feel,electricity,iTDE,0.8108108108108109,0.0,0.20000000000000004,0.6237837837837837,0.336936936936937,5.0,81.0,6.0,11.0,0.0,0.4444444444444444,e_consumption
81,electricity_nutrition_ts_feel_norm,feel,electricity,iTDE,0.7999999999999999,0.0,0.0,0.6608695652173913,0.26666666666666666,6.0,75.0,6.0,11.0,0.0,0.43421052631578955,e_consumption
82,electricity_nutrition_ts_feel_norm,feel,electricity,iTDE,0.8717948717948718,0.0,0.0,0.8321678321678321,0.2905982905982906,7.0,71.0,5.0,10.0,0.0,0.0,e_consumption
83,electricity_nutrition_ts_feel,feel,electricity,iTDE,0.816326530612245,0.4,0.0,0.6627551020408164,0.40544217687074835,1.0,102.0,7.0,18.0,1.0,0.43999999999999995,e_consumption
84,electricity_nutrition_ts_feel,feel,electricity,iTDE,0.8695652173913043,0.0,0.4,0.7756521739130434,0.42318840579710143,2.0,97.0,7.0,15.0,1.0,0.0,e_consumption
85,electricity_nutrition_ts_feel,feel,electricity,iTDE,0.7619047619047619,0.0,0.1818181818181818,0.6038961038961039,0.31457431457431456,3.0,92.0,7.0,13.0,1.0,0.5023809523809524,e_consumption
86,electricity_nutrition_ts_feel,feel,electricity,iTDE,0.9166666666666666,0.0,0.5,0.802469135802469,0.47222222222222215,4.0,87.0,7.0,11.0,1.0,0.5719696969696969,e_consumption
87,electricity_nutrition_ts_feel,feel,electricity,iTDE,0.7368421052631579,0.0,0.0,0.56,0.24561403508771928,5.0,81.0,6.0,11.0,1.0,0.43421052631578955,e_consumption
88,electricity_nutrition_ts_feel,feel,electricity,iTDE,0.8571428571428572,0.0,0.0,0.5962732919254659,0.28571428571428575,6.0,75.0,6.0,11.0,1.0,0.5260416666666667,e_consumption
89,electricity_nutrition_ts_feel,feel,electricity,iTDE,0.923076923076923,0.0,0.0,0.881118881118881,0.30769230769230765,7.0,71.0,5.0,10.0,1.0,0.0,e_consumption
90,electricity_nutrition_ts_feel,feel,electricity,iTDE,0.8235294117647058,0.0,0.22222222222222224,0.6968954248366013,0.3485838779956427,1.0,102.0,7.0,18.0,0.0,0.4711538461538461,e_consumption
91,electricity_nutrition_ts_feel,feel,electricity,iTDE,0.92,0.0,0.3333333333333333,0.7497777777777778,0.4177777777777778,2.0,97.0,7.0,15.0,0.0,0.5407608695652174,e_consumption
92,electricity_nutrition_ts_feel,feel,electricity,iTDE,0.8333333333333334,0.0,0.0,0.7142857142857143,0.2777777777777778,3.0,92.0,7.0,13.0,0.0,0.0,e_consumption
93,electricity_nutrition_ts_feel,feel,electricity,iTDE,0.9130434782608695,0.0,0.0,0.8115942028985507,0.3043478260869565,4.0,87.0,7.0,11.0,0.0,0.6145833333333334,e_consumption
94,electricity_nutrition_ts_feel,feel,electricity,iTDE,0.8648648648648648,0.0,0.0,0.6918918918918918,0.2882882882882883,5.0,81.0,6.0,11.0,0.0,0.45,e_consumption
95,electricity_nutrition_ts_feel,feel,electricity,iTDE,0.8500000000000001,0.0,0.0,0.7760869565217392,0.2833333333333334,6.0,75.0,6.0,11.0,0.0,0.6904761904761904,e_consumption
96,electricity_nutrition_ts_feel,feel,electricity,iTDE,0.8484848484848484,0.0,0.4,0.7691460055096419,0.4161616161616162,7.0,71.0,5.0,10.0,0.0,0.5592105263157895,e_consumption
97,sleep_ts_feel_norm,feel,sleep,iTDE,0.9206349206349206,0.0,0.0,0.8417233560090702,0.30687830687830686,1.0,125.0,4.0,8.0,1.0,0.46875,avg_hr
98,sleep_ts_feel_norm,feel,sleep,iTDE,0.8620689655172413,0.0,0.0,0.7836990595611284,0.28735632183908044,2.0,120.0,4.0,8.0,1.0,0.4583333333333333,avg_hr
99,sleep_ts_feel_norm,feel,sleep,iTDE,0.9152542372881356,0.0,0.0,0.7722457627118644,0.3050847457627119,3.0,115.0,4.0,8.0,1.0,0.5,avg_hr
100,sleep_ts_feel_norm,feel,sleep,iTDE,0.9491525423728815,0.0,0.0,0.9185347184253692,0.3163841807909605,4.0,110.0,4.0,8.0,1.0,0.0,avg_hr
101,sleep_ts_feel_norm,feel,sleep,iTDE,0.9090909090909091,0.0,0.0,0.7575757575757576,0.30303030303030304,5.0,105.0,4.0,8.0,1.0,0.5,avg_hr
102,sleep_ts_feel_norm,feel,sleep,iTDE,0.9615384615384616,0.0,0.0,0.8928571428571429,0.32051282051282054,6.0,100.0,4.0,8.0,1.0,0.0,avg_hr
103,sleep_ts_feel_norm,feel,sleep,iTDE,0.8936170212765957,0.0,0.0,0.7612293144208038,0.2978723404255319,7.0,95.0,3.0,8.0,1.0,0.0,avg_hr
104,sleep_ts_feel_norm,feel,sleep,iTDE,0.8524590163934426,0.0,0.0,0.7793911007025761,0.28415300546448086,8.0,125.0,4.0,8.0,1.0,0.453125,avg_hr
105,sleep_ts_feel_norm,feel,sleep,iTDE,0.8813559322033899,0.0,0.0,0.8279404211607602,0.2937853107344633,9.0,120.0,4.0,8.0,1.0,0.0,avg_hr
106,sleep_ts_feel_norm,feel,sleep,iTDE,0.8771929824561403,0.0,0.0,0.7401315789473684,0.29239766081871343,10.0,115.0,4.0,8.0,1.0,0.48148148148148145,avg_hr
107,sleep_ts_feel_norm,feel,sleep,iTDE,0.8727272727272728,0.0,0.0,0.7038123167155426,0.29090909090909095,11.0,110.0,4.0,8.0,1.0,0.49,avg_hr
108,sleep_ts_feel_norm,feel,sleep,iTDE,0.9230769230769231,0.0,0.8,0.88,0.5743589743589744,12.0,105.0,4.0,8.0,1.0,0.6474358974358974,avg_hr
109,sleep_ts_feel_norm,feel,sleep,iTDE,0.9199999999999999,0.0,0.0,0.7885714285714285,0.30666666666666664,13.0,100.0,4.0,8.0,1.0,0.4791666666666667,avg_hr
110,sleep_ts_feel_norm,feel,sleep,iTDE,0.9411764705882353,0.0,0.0,0.8714596949891067,0.3137254901960784,14.0,95.0,3.0,8.0,1.0,0.49,avg_hr
111,sleep_ts_feel_norm,feel,sleep,iTDE,0.870967741935484,0.0,0.0,0.7465437788018434,0.2903225806451613,15.0,125.0,4.0,8.0,1.0,0.4666666666666666,avg_rr
112,sleep_ts_feel_norm,feel,sleep,iTDE,0.8571428571428572,0.0,0.3333333333333333,0.7936507936507936,0.3968253968253968,16.0,120.0,4.0,8.0,1.0,0.0,avg_rr
113,sleep_ts_feel_norm,feel,sleep,iTDE,0.8771929824561403,0.0,0.0,0.7949561403508771,0.29239766081871343,17.0,115.0,4.0,8.0,1.0,0.46551724137931033,avg_rr
114,sleep_ts_feel_norm,feel,sleep,iTDE,0.8679245283018868,0.3333333333333333,0.0,0.7774396429296004,0.40041928721174,18.0,110.0,4.0,8.0,1.0,0.5879629629629629,avg_rr
115,sleep_ts_feel_norm,feel,sleep,iTDE,0.9056603773584906,0.0,0.5,0.8182389937106919,0.46855345911949686,19.0,105.0,4.0,8.0,1.0,0.6057692307692307,avg_rr
116,sleep_ts_feel_norm,feel,sleep,iTDE,0.9411764705882353,0.0,0.0,0.8403361344537814,0.3137254901960784,20.0,100.0,4.0,8.0,1.0,0.0,avg_rr
117,sleep_ts_feel_norm,feel,sleep,iTDE,0.9411764705882353,0.0,0.0,0.906318082788671,0.3137254901960784,21.0,95.0,3.0,8.0,1.0,0.0,avg_rr
118,sleep_ts_feel_norm,feel,sleep,iTDE,0.9032258064516129,0.0,0.0,0.8,0.3010752688172043,29.0,125.0,4.0,8.0,1.0,0.47580645161290325,avg_act
119,sleep_ts_feel_norm,feel,sleep,iTDE,0.9,0.0,0.0,0.8181818181818182,0.3,30.0,120.0,4.0,8.0,1.0,0.0,avg_act
120,sleep_ts_feel_norm,feel,sleep,iTDE,0.896551724137931,0.0,0.0,0.7564655172413793,0.2988505747126437,31.0,115.0,4.0,8.0,1.0,0.49074074074074076,avg_act
121,sleep_ts_feel_norm,feel,sleep,iTDE,0.923076923076923,0.0,0.4,0.8426799007444168,0.441025641025641,32.0,110.0,4.0,8.0,1.0,0.5555555555555555,avg_act
122,sleep_ts_feel_norm,feel,sleep,iTDE,0.923076923076923,0.0,0.4,0.8574358974358973,0.441025641025641,33.0,105.0,4.0,8.0,1.0,0.5972222222222222,avg_act
123,sleep_ts_feel_norm,feel,sleep,iTDE,0.9019607843137256,0.0,0.0,0.869747899159664,0.30065359477124187,34.0,100.0,4.0,8.0,1.0,0.0,avg_act
124,sleep_ts_feel_norm,feel,sleep,iTDE,0.92,0.0,0.0,0.92,0.3066666666666667,35.0,95.0,3.0,8.0,1.0,0.0,avg_act
125,sleep_ts_feel_norm,feel,sleep,iTDE,0.923076923076923,0.0,0.0,0.8967032967032966,0.30769230769230765,36.0,125.0,4.0,8.0,1.0,0.0,avg_act
126,sleep_ts_feel_norm,feel,sleep,iTDE,0.9,0.0,0.0,0.8454545454545456,0.3,37.0,120.0,4.0,8.0,1.0,0.467741935483871,avg_act
127,sleep_ts_feel_norm,feel,sleep,iTDE,0.8363636363636363,0.0,0.0,0.7579545454545454,0.27878787878787875,38.0,115.0,4.0,8.0,1.0,0.4482758620689655,avg_act
128,sleep_ts_feel_norm,feel,sleep,iTDE,0.9090909090909091,0.0,0.0,0.7624633431085044,0.30303030303030304,39.0,110.0,4.0,8.0,1.0,0.4711538461538461,avg_act
129,sleep_ts_feel_norm,feel,sleep,iTDE,0.9090909090909091,0.0,0.0,0.7878787878787878,0.30303030303030304,40.0,105.0,4.0,8.0,1.0,0.5,avg_act
130,sleep_ts_feel_norm,feel,sleep,iTDE,0.8979591836734694,0.0,0.4,0.7982507288629738,0.4326530612244898,41.0,100.0,4.0,8.0,1.0,0.6041666666666666,avg_act
131,sleep_ts_feel_norm,feel,sleep,iTDE,0.9795918367346939,0.0,0.5,0.9263038548752833,0.4931972789115646,42.0,95.0,3.0,8.0,1.0,0.0,avg_act
132,sleep_ts_feel_norm,feel,sleep,iTDE,0.8852459016393444,0.0,0.0,0.7587822014051523,0.2950819672131148,43.0,125.0,4.0,8.0,1.0,0.4666666666666666,sleep_score
133,sleep_ts_feel_norm,feel,sleep,iTDE,0.8461538461538461,0.0,0.4,0.7514423076923077,0.4153846153846154,45.0,115.0,4.0,8.0,1.0,0.6203703703703703,sleep_score
134,sleep_ts_feel_norm,feel,sleep,iTDE,0.923076923076923,0.0,0.0,0.8241758241758241,0.30769230769230765,55.0,100.0,4.0,8.0,1.0,0.49,sleep_score
135,sleep_ts_feel_norm,feel,sleep,iTDE,0.9523809523809523,0.0,0.0,0.9235209235209235,0.31746031746031744,58.0,120.0,4.0,8.0,1.0,0.0,duration
136,sleep_ts_feel_norm,feel,sleep,iTDE,0.9166666666666666,0.0,0.4,0.8444444444444444,0.4388888888888889,63.0,95.0,3.0,8.0,1.0,0.6041666666666666,duration
137,sleep_ts_feel_norm,feel,sleep,iTDE,0.92,0.0,0.0,0.8214285714285714,0.3066666666666667,69.0,100.0,4.0,8.0,1.0,0.0,duration
138,sleep_ts_feel_norm,feel,sleep,iTDE,0.888888888888889,0.0,0.5,0.8637992831541219,0.46296296296296297,74.0,110.0,4.0,8.0,1.0,0.0,duration_in_bed
139,sleep_ts_feel_norm,feel,sleep,iTDE,0.9259259259259259,0.0,0.6666666666666666,0.8777777777777778,0.5308641975308642,75.0,105.0,4.0,8.0,1.0,0.6064814814814815,duration_in_bed
140,sleep_ts_feel_norm,feel,sleep,iTDE,0.9230769230769231,0.0,0.0,0.8571428571428571,0.3076923076923077,76.0,100.0,4.0,8.0,1.0,0.0,duration_in_bed
141,sleep_ts_feel_norm,feel,sleep,iTDE,0.888888888888889,0.0,0.0,0.8315412186379929,0.29629629629629634,81.0,110.0,4.0,8.0,1.0,0.0,duration_in_bed
142,sleep_ts_feel_norm,feel,sleep,iTDE,0.9206349206349207,0.0,0.4,0.8234013605442178,0.4402116402116403,85.0,125.0,4.0,8.0,1.0,0.5583333333333333,duration_awake
143,sleep_ts_feel_norm,feel,sleep,iTDE,0.8813559322033899,0.0,0.0,0.8012326656394454,0.2937853107344633,86.0,120.0,4.0,8.0,1.0,0.4666666666666666,duration_awake
